start,stop,day,length_minutes,%_of_channel,channel_name,title,subtitle,date,desc_text,category_text,macro_category
2023-07-23 02:40:00+02:00,2023-07-23 06:15:00+02:00,2023-07-23 00:00:00+02:00,215,1.6589506172839505,TF1,Programmes de la nuit,,,Retrouvez tous vos programmes de nuit.,programme indéterminé,autre
2023-07-23 06:15:00+02:00,2023-07-23 09:45:00+02:00,2023-07-23 00:00:00+02:00,210,1.6203703703703705,TF1,TFou,,,Une émission jeunesse qui propose les meilleures séries de dessins animés du moment.,magazine jeunesse,jeunesse
2023-07-23 09:45:00+02:00,2023-07-23 10:40:00+02:00,2023-07-23 00:00:00+02:00,55,0.4243827160493827,TF1,Automoto,,,,sports mécaniques,sport
2023-07-23 10:40:00+02:00,2023-07-23 11:50:00+02:00,2023-07-23 00:00:00+02:00,70,0.5401234567901234,TF1,Les douze coups de midi,,,"Qui sera le calife à la place du calife ? Chaque jour, à midi tapante, quatre candidats s'affrontent pour empocher les 30 000 euros de la cagnotte et décrocher l'étoile mystérieuse et ses cadeaux. Seule condition, bien répondre aux questions de culture générale.",divertissement : jeu,divertissement
2023-07-23 11:50:00+02:00,2023-07-23 12:50:00+02:00,2023-07-23 00:00:00+02:00,60,0.46296296296296297,TF1,Les douze coups de midi,,,"Qui sera le calife à la place du calife ? Chaque jour, à midi tapante, quatre candidats s'affrontent pour empocher les 30 000 euros de la cagnotte et décrocher l'étoile mystérieuse et ses cadeaux. Seule condition, bien répondre aux questions de culture générale.",divertissement : jeu,divertissement
2023-07-23 12:50:00+02:00,2023-07-23 12:55:00+02:00,2023-07-23 00:00:00+02:00,5,0.038580246913580245,TF1,Petits plats en équilibre été,Salade de pastèque melon menthe,,"Retrouvez l'émission ""Petits plats en équilibre"", diffusée le 6 juillet 2023.",magazine culinaire,magazine
2023-07-23 12:55:00+02:00,2023-07-23 13:00:00+02:00,2023-07-23 00:00:00+02:00,5,0.038580246913580245,TF1,Météo,,,Prévisions météorologiques en France par le service de TF1.,météo,méteo
2023-07-23 13:00:00+02:00,2023-07-23 13:40:00+02:00,2023-07-23 00:00:00+02:00,40,0.30864197530864196,TF1,Journal,,,Journal télévisé de TF1 qui revient sur les faits marquants et les événements essentiels qui ont fait de cette journée une journée différente de toutes les autres.,journal,journal
2023-07-23 13:40:00+02:00,2023-07-23 14:50:00+02:00,2023-07-23 00:00:00+02:00,70,0.5401234567901234,TF1,Reportages découverte,Un été sous les étoiles,,L'hôtellerie de plein air française est la première d'Europe. Il y a les établissements familiaux et les géants qui promettent un été survolté.,magazine de reportages,magazine
2023-07-23 14:50:00+02:00,2023-07-23 16:10:00+02:00,2023-07-23 00:00:00+02:00,80,0.6172839506172839,TF1,Reportages découverte,Des petits coins de paradis,,"Tout le monde possède un petit endroit secret, un lieu où l'on se sent bien, souvent loin de tout. Une cabane isolée où se retrouver, une maison dans un pays paradisiaque pour oublier ses soucis, s'isoler, ou une plage cachée pour se ressourcer. Au bout du monde ou tout près de chez soi, à chacun son paradis.",magazine de reportages,magazine
2023-07-23 16:10:00+02:00,2023-07-23 17:20:00+02:00,2023-07-23 00:00:00+02:00,70,0.5401234567901234,TF1,Reportages découverte,Sur la route... Napoléon,,"La route Napoléon tient son nom de l'Empereur Bonaparte. De retour de l'Ile d'Elbe, le 1er mars 1815 il débarque à Golfe Juan et remonte ensuite vers Paris en passant par les Alpes. Sinueuse, cette route traverse 340 kilomètres de paysages variés. Entre Méditerranée et Alpes, l'arrière-pays niçois, les paysages escarpés du Verdon, les cols et les sommets des Alpes du Sud défilent.",magazine de reportages,magazine
