start,stop,day,length_minutes,%_of_channel,channel_name,title,subtitle,date,desc_text,category_text,macro_category
2023-01-29 01:35:00+01:00,2023-01-29 06:30:00+01:00,2023-01-29 00:00:00+01:00,295,1.574593007739525,TF1,Programmes de la nuit,,,Retrouvez tous vos programmes de nuit.,programme indéterminé,autre
2023-01-29 06:30:00+01:00,2023-01-29 10:05:00+01:00,2023-01-29 00:00:00+01:00,215,1.14758473445423,TF1,TFou,,,Une émission jeunesse qui propose les meilleures séries de dessins animés du moment.,magazine jeunesse,jeunesse
2023-01-29 10:05:00+01:00,2023-01-29 11:00:00+01:00,2023-01-29 00:00:00+01:00,55,0.29356818788364025,TF1,Automoto,,,,sports mécaniques,sport
2023-01-29 11:00:00+01:00,2023-01-29 11:50:00+01:00,2023-01-29 00:00:00+01:00,50,0.26688017080330934,TF1,Téléfoot,,,,sport : football,sport
2023-01-29 11:50:00+01:00,2023-01-29 12:55:00+01:00,2023-01-29 00:00:00+01:00,65,0.3469442220443021,TF1,Les douze coups de midi,,,"Qui sera le calife à la place du calife ? Chaque jour, à midi tapante, quatre candidats s'affrontent pour empocher les 30 000 euros de la cagnotte et décrocher l'étoile mystérieuse et ses cadeaux. Seule condition, bien répondre aux questions de culture générale.",divertissement : jeu,divertissement
2023-01-29 12:55:00+01:00,2023-01-29 13:00:00+01:00,2023-01-29 00:00:00+01:00,5,0.02668801708033093,TF1,Météo,,,Prévisions météorologiques en France par le service de TF1.,météo,méteo
2023-01-29 13:00:00+01:00,2023-01-29 13:40:00+01:00,2023-01-29 00:00:00+01:00,40,0.21350413664264745,TF1,Journal,,,Journal télévisé de TF1 qui revient sur les faits marquants et les événements essentiels qui ont fait de cette journée une journée différente de toutes les autres.,journal,journal
2023-01-29 13:40:00+01:00,2023-01-29 14:45:00+01:00,2023-01-29 00:00:00+01:00,65,0.3469442220443021,TF1,Reportages découverte,"Artisans, trouver un repreneur : un défi",,"C'est l'une des plus grandes richesses de la France, le terreau de nombreux savoir-faire : l'artisanat. Des métiers de passion qui rayonnent bien au-delà de nos frontières. Pourtant le secteur se retrouve face à une crise majeure : aujourd'hui 75% des artisans ne trouvent pas repreneurs.",magazine de reportages,magazine
2023-01-29 14:45:00+01:00,2023-01-29 16:10:00+01:00,2023-01-29 00:00:00+01:00,85,0.4536962903656258,TF1,Grands reportages,En piste à l'aéroport de Nice,,"C'est le deuxième aéroport d'Europe pour sa partie "" aviation privée "" et le troisième de France en fréquentation, avec cette impression particulière d'atterrir sur la mer. Entre montagnes et Méditerranée, l'aéroport de Nice est aussi le seul situé aux portes d'un centre-ville en France. Pour la toute première fois, l'aéroport a ouvert ses portes à des caméras.",magazine de reportages,magazine
2023-01-29 16:10:00+01:00,2023-01-29 17:15:00+01:00,2023-01-29 00:00:00+01:00,65,0.3469442220443021,TF1,Les Docs du week-end,Gaspillage alimentaire : à qui profite le gâchis ?,,"Le dimanche, l'émission, présentée par Tatiana Silva, décrypte la société et ses nouvelles tendances à travers des reportages et des enquêtes sur la sécurité, la consommation ou encore l'actualité.",magazine de société,magazine
2023-01-29 17:15:00+01:00,2023-01-29 18:20:00+01:00,2023-01-29 00:00:00+01:00,65,0.3469442220443021,TF1,Sept à huit Life,,,Sept à Huit Life privilégie la proximité et traite des sujets au plus près de la vie quotidienne des Français.,magazine de société,magazine
2023-01-29 18:20:00+01:00,2023-01-29 19:50:00+01:00,2023-01-29 00:00:00+01:00,90,0.4803843074459568,TF1,Sept à huit,,,23ème saison pour Sept à Huit présenté par Harry Roselmack qui continuera bien sûr à couvrir les temps forts de l'actualité.,magazine de société,magazine
2023-01-29 19:50:00+01:00,2023-01-29 19:55:00+01:00,2023-01-29 00:00:00+01:00,5,0.02668801708033093,TF1,Petits plats en équilibre,,,"Chaque jour, Laurent Mariotte propose des recettes simples et savoureuses pour profiter des ingrédients de saison, en donnant la part belle aux produits locaux.",magazine de la gastronomie,divertissement
2023-01-29 19:55:00+01:00,2023-01-29 20:00:00+01:00,2023-01-29 00:00:00+01:00,5,0.02668801708033093,TF1,Météo,,,Prévisions météorologiques en France par le service de TF1.,météo,méteo
2023-01-29 20:00:00+01:00,2023-01-29 20:45:00+01:00,2023-01-29 00:00:00+01:00,45,0.2401921537229784,TF1,Journal,,,Journal télévisé de TF1 qui revient sur les faits marquants et les événements essentiels qui ont fait de cette journée une journée différente de toutes les autres.,journal,journal
2023-01-29 20:45:00+01:00,2023-01-29 20:50:00+01:00,2023-01-29 00:00:00+01:00,5,0.02668801708033093,TF1,"TF1, rendez-vous sport",,,Programme court et quotidien qui revient en images sur les moments forts de l'actualité sportive.,magazine sportif,sport
2023-01-29 20:50:00+01:00,2023-01-29 21:00:00+01:00,2023-01-29 00:00:00+01:00,10,0.05337603416066186,TF1,Le goût du détail,,,,magazine culinaire,magazine
2023-01-29 21:00:00+01:00,2023-01-29 21:10:00+01:00,2023-01-29 00:00:00+01:00,10,0.05337603416066186,TF1,Météo,,,Prévisions météorologiques en France par le service de TF1.,météo,méteo
2023-01-29 21:10:00+01:00,2023-01-29 23:45:00+01:00,2023-01-29 00:00:00+01:00,155,0.8273285294902589,TF1,Wonder Woman,,2017,"Hippolyta, la reine des Amazones, entraîne durement sa fille, la princesse Diana, pour qu'elle devienne une guerrière redoutable. La jeune femme, qui vit coupée du monde sur une île paradisiaque, finit par découvrir ses pouvoirs. Un jour, elle porte secours à Steve Trevor, un pilote américain dont l'avion vient de s'écraser. En le rencontrant, elle découvre qu'il se trame une guerre à grande échelle loin de chez elle. Elle décide d'accomplir son destin en accompagnant le jeune homme à Londres où les forces alliées sont réunies. Son but est de mettre fin au conflit en cours et à tous ceux à venir...",film fantastique,divertissement
2023-01-29 23:45:00+01:00,2023-01-30 00:30:00+01:00,2023-01-29 00:00:00+01:00,45,0.2401921537229784,TF1,Esprits criminels,Derek,2016,"Saison:11 - Episode:16 - Paniquée, Savannah Hayes apprend au BAU que Morgan a été enlevé. Rossi et son équipe n'ont aucune idée de l'identité des ravisseurs mais espèrent vivement que leur collègue est toujours en vie. Les enquêteurs se lancent dans les recherches et ont rapidement une piste. Cet enlèvement pourrait être le fait du groupe de tueurs surnommé les Douze Salopards. C'est alors que tous prennent conscience que l'équipe entière est visée et que leurs vies sont menacées. Pendant ce temps, Morgan, enfermé, supporte avec courage les tortures infligées par ses kidnappeurs...",série policière,divertissement
2023-01-29 01:34:00+01:00,2023-01-29 01:35:00+01:00,2023-01-29 00:00:00+01:00,1,0.005256241787122208,France 2,Météo 2,,,"Le point, plusieurs fois par jour, sur l'évolution de la météo, grâce à des cartes et des explications.",météo,méteo
2023-01-29 01:35:00+01:00,2023-01-29 02:25:00+01:00,2023-01-29 00:00:00+01:00,50,0.2628120893561104,France 2,Les enfants de la télé,,,"Au programme de ce moment convivial d'humeur et d'humour, un savant mélange de séquences cultes, de fous rires, d'images drôles et émouvantes. L'occasion de revoir avec plaisir les images qui ont fait les belles heures de la télévision.",divertissement,divertissement
2023-01-29 02:25:00+01:00,2023-01-29 02:50:00+01:00,2023-01-29 00:00:00+01:00,25,0.1314060446780552,France 2,"Les Enfants de la télé, la suite",,,"Après le rendez-vous de 18h, de nouveaux invités prennent place sur le plateau. Pour les surprendre et parfois même les embarrasser, Laurent Ruquier a mis la main sur des images qui évoquent leur biographie télévisuelle. Gare aux casseroles !",divertissement,divertissement
2023-01-29 02:50:00+01:00,2023-01-29 03:40:00+01:00,2023-01-29 00:00:00+01:00,50,0.2628120893561104,France 2,"Affaire conclue, tout le monde a quelque chose à vendre",,,"Parce que les maisons sont remplies de babioles insolites qui ne demandent qu'à trouver acquéreurs, Sophie Davant accompagne les propriétaires d'objets tout au long des étapes susceptibles de les mener à la vente.",magazine de l'art de vivre,magazine
2023-01-29 03:40:00+01:00,2023-01-29 04:05:00+01:00,2023-01-29 00:00:00+01:00,25,0.1314060446780552,France 2,Dinard à l'heure anglaise,,,"Tous les ans depuis septembre 1990, la ville de Dinard, en Ille-et-Vilaine, accueille le festival du cinéma britannique qui décerne ses célèbres Hitchcock d'Or.",documentaire découvertes,documentaire
2023-01-29 04:05:00+01:00,2023-01-29 04:35:00+01:00,2023-01-29 00:00:00+01:00,30,0.15768725361366623,France 2,"Berlin, la ville inattendue",,,"Véritable musée à ciel ouvert, Berlin expose son histoire à tous les coins de rue. Peu de métropoles ont été aussi souvent divisées, alternant temps sombres et époques brillantes. Où que l'on aille à Berlin, le passé se mélange au présent. Le Reichstag, la Porte de Brandebourg, Check Point Charlie et ce qu'il reste du Mur sont là pour rappeler le poids de l'Histoire. Est-ce à cause de ce lourd fardeau que Berlin se tourne vers l'avenir avec tant d'ardeur ? Bien sûr, la ville porte les cicatrices laissées par une guerre apocalyptique et un rideau de fer qui la divisa pendant près de 30 ans. Mais redevenue la capitale de l'Allemagne réunifiée et redoublant d'audace et de vitalité, Berlin démystifie et colore sa mémoire.",documentaire découvertes,documentaire
2023-01-29 04:35:00+01:00,2023-01-29 04:40:00+01:00,2023-01-29 00:00:00+01:00,5,0.026281208935611037,France 2,Pays et marchés du monde,Polynésie : Huahine-Papeete,,"Xavier Petit se rend en Polynésie et arpente les étals des marchés de l'île, à la recherche des mets les plus typiques de la cuisine locale.",documentaire découvertes,documentaire
2023-01-29 04:40:00+01:00,2023-01-29 05:30:00+01:00,2023-01-29 00:00:00+01:00,50,0.2628120893561104,France 2,Tout le monde veut prendre sa place,,,"Un quiz, six candidats et, bien calé dans son fauteuil, un champion que tous rêvent de déloger. Chaque jour, un seul pourra se mesurer à lui et espérer devenir le nouveau champion en titre.",divertissement : jeu,divertissement
2023-01-29 05:30:00+01:00,2023-01-29 06:00:00+01:00,2023-01-29 00:00:00+01:00,30,0.15768725361366623,France 2,Chacun son tour,,,"Des participants tirés au sort parmi le public doivent répondre à des questions de culture générale dans l'espoir d'être qualifié pour la deuxième épreuve?: le billard japonais, un jeu d'adresse qui peut rapporter cadeaux et argent. Les candidats qui perdent leur duel de culture générale réintègrent le public et peuvent donc être à nouveau tirés au sort.",divertissement : jeu,divertissement
