start,stop,day,length_minutes,%_of_channel,channel_name,title,subtitle,date,desc_text,category_text,macro_category
2023-07-09 01:00:00+02:00,2023-07-09 06:15:00+02:00,2023-07-09 00:00:00+02:00,315,1.6684322033898304,TF1,Programmes de la nuit,,,Retrouvez tous vos programmes de nuit.,programme indéterminé,autre
2023-07-09 06:15:00+02:00,2023-07-09 09:45:00+02:00,2023-07-09 00:00:00+02:00,210,1.1122881355932204,TF1,TFou,,,Une émission jeunesse qui propose les meilleures séries de dessins animés du moment.,magazine jeunesse,jeunesse
2023-07-09 09:45:00+02:00,2023-07-09 10:40:00+02:00,2023-07-09 00:00:00+02:00,55,0.2913135593220339,TF1,Automoto,,,,sports mécaniques,sport
2023-07-09 10:40:00+02:00,2023-07-09 11:45:00+02:00,2023-07-09 00:00:00+02:00,65,0.3442796610169492,TF1,Les douze coups de midi,,,,divertissement : jeu,divertissement
2023-07-09 11:45:00+02:00,2023-07-09 12:52:00+02:00,2023-07-09 00:00:00+02:00,67,0.3548728813559322,TF1,Les douze coups de midi,,,"Qui sera le calife à la place du calife ? Chaque jour, à midi tapante, quatre candidats s'affrontent pour empocher les 30 000 euros de la cagnotte et décrocher l'étoile mystérieuse et ses cadeaux. Seule condition, bien répondre aux questions de culture générale.",divertissement : jeu,divertissement
2023-07-09 12:52:00+02:00,2023-07-09 12:55:00+02:00,2023-07-09 00:00:00+02:00,3,0.015889830508474576,TF1,Petits plats en équilibre,,,"Chaque jour, Laurent Mariotte propose des recettes simples et savoureuses pour profiter des ingrédients de saison, en donnant la part belle aux produits locaux.",magazine de la gastronomie,divertissement
2023-07-09 12:55:00+02:00,2023-07-09 13:00:00+02:00,2023-07-09 00:00:00+02:00,5,0.026483050847457626,TF1,Météo,,,Prévisions météorologiques en France par le service de TF1.,météo,méteo
2023-07-09 13:00:00+02:00,2023-07-09 13:40:00+02:00,2023-07-09 00:00:00+02:00,40,0.211864406779661,TF1,Journal,,,Journal télévisé de TF1 qui revient sur les faits marquants et les événements essentiels qui ont fait de cette journée une journée différente de toutes les autres.,journal,journal
2023-07-09 13:40:00+02:00,2023-07-09 14:50:00+02:00,2023-07-09 00:00:00+02:00,70,0.3707627118644068,TF1,Reportages découverte,Les arnaques de l'été,,"En France, une famille consacre en moyenne plus de 2000 euros à ses vacances, une manne financière de plus de 30 milliards d'euros dont profitent également quelques commerçants ou individus peu scrupuleux. Une équipe a suivi des femmes et des hommes qui traquent les petites comme les grandes tromperies.",magazine de reportages,magazine
2023-07-09 14:50:00+02:00,2023-07-09 16:10:00+02:00,2023-07-09 00:00:00+02:00,80,0.423728813559322,TF1,Grands reportages,L'envolée des arnaques,,"Quelque 15 millions de Français seraient victimes d'une arnaque ou d'une tentative d'arnaque au cours de leur vie. Depuis quelques années, Internet a démultiplié les opportunités pour les escrocs. Pendant plusieurs mois, une équipe a suivi des victimes qui se battent pour récupérer leur argent.",magazine de reportages,magazine
2023-07-09 16:10:00+02:00,2023-07-09 17:20:00+02:00,2023-07-09 00:00:00+02:00,70,0.3707627118644068,TF1,Reportages découverte,"Travail au noir, les nouvelles fraudes",,"Chaque année, plus de 2,5 millions de Français exerceraient une activité non déclarée. Pour stopper l'hémorragie, tous les services de l'Etat sont mobilisés. En 2019, les redressements de l'URSSAF ont ainsi représenté plus de 700 millions d'euros, un chiffre en hausse de 10% par rapport à l'année précédente.",magazine de reportages,magazine
2023-07-09 17:20:00+02:00,2023-07-09 18:20:00+02:00,2023-07-09 00:00:00+02:00,60,0.3177966101694915,TF1,Sept à huit Life,,,Sept à Huit Life privilégie la proximité et traite des sujets au plus près de la vie quotidienne des Français.,magazine de société,magazine
2023-07-09 18:20:00+02:00,2023-07-09 19:45:00+02:00,2023-07-09 00:00:00+02:00,85,0.4502118644067797,TF1,Sept à huit,,,Harry Roselmack continue à couvrir les temps forts de l'actualité.,magazine de société,magazine
2023-07-09 19:45:00+02:00,2023-07-09 19:50:00+02:00,2023-07-09 00:00:00+02:00,5,0.026483050847457626,TF1,Agissons pour demain,Patricia et Jean-luc,,,magazine de services,magazine
2023-07-09 19:50:00+02:00,2023-07-09 19:55:00+02:00,2023-07-09 00:00:00+02:00,5,0.026483050847457626,TF1,Les nouveaux modèles,Julie,,Les nouveaux modèles - Julie,magazine de services,magazine
2023-07-09 19:55:00+02:00,2023-07-09 20:00:00+02:00,2023-07-09 00:00:00+02:00,5,0.026483050847457626,TF1,Météo,,,Prévisions météorologiques en France par le service de TF1.,météo,méteo
2023-07-09 20:00:00+02:00,2023-07-09 20:45:00+02:00,2023-07-09 00:00:00+02:00,45,0.23834745762711865,TF1,Journal,,,Journal télévisé de TF1 qui revient sur les faits marquants et les événements essentiels qui ont fait de cette journée une journée différente de toutes les autres.,journal,journal
2023-07-09 20:45:00+02:00,2023-07-09 20:50:00+02:00,2023-07-09 00:00:00+02:00,5,0.026483050847457626,TF1,Le goût du détail,Huîtres,,"Ils sont pêcheurs, éleveurs, maraîchers, confiseurs, fromagers : leur point commun ? Ils ont le goût du détail, ce tour de main, ce regard avisé, cette expertise ancienne retrouvée qui fait toute la différence. Chaque semaine, ces artisans du goût délivrent le secret de leur savoir-faire.",magazine culinaire,magazine
2023-07-09 20:50:00+02:00,2023-07-09 20:55:00+02:00,2023-07-09 00:00:00+02:00,5,0.026483050847457626,TF1,Sublime inspiration,,,,magazine de services,magazine
2023-07-09 20:55:00+02:00,2023-07-09 21:05:00+02:00,2023-07-09 00:00:00+02:00,10,0.05296610169491525,TF1,Petits plats en équilibre,,,"Chaque jour, Laurent Mariotte propose des recettes simples et savoureuses pour profiter des ingrédients de saison, en donnant la part belle aux produits locaux.",magazine de la gastronomie,divertissement
2023-07-09 21:05:00+02:00,2023-07-09 21:10:00+02:00,2023-07-09 00:00:00+02:00,5,0.026483050847457626,TF1,Météo,,,Prévisions météorologiques en France par le service de TF1.,météo,méteo
2023-07-09 21:10:00+02:00,2023-07-09 23:10:00+02:00,2023-07-09 00:00:00+02:00,120,0.635593220338983,TF1,Supercondriaque,,2014,"Romain Faubert n'a jamais réussi à avoir une longue relation avec une femme. A 40 ans, il est seul et sans famille. Et pour cause : la moindre bise, vecteur potentiel de maladies, déclenche chez lui un ouragan de panique. Accro au gel hydroalcoolique, ce photographe, spécialisé dans l'illustration de dictionnaires médicaux en ligne, n'a qu'un seul véritable ami : son médecin, le docteur Dimitri Zvenska, qui a de plus en plus de mal à supporter ses crises. Pour se défaire de cet hypcondriaque encombrant, celui-ci se met en tête de lui trouver une femme. Romain finit par rencontrer la soeur de Dimitri et décrète qu'elle est la femme de sa vie. Au grand dam du praticien...",film : comédie,divertissement
2023-07-09 23:10:00+02:00,2023-07-10 00:50:00+02:00,2023-07-09 00:00:00+02:00,100,0.5296610169491526,TF1,Taxi 2,,2000,"Lily s'est enfin décidée à présenter Daniel à sa famille et notamment à son père, le général Bertineau. Hélas, une femme a l'idée saugrenue d'accoucher dans le taxi de Daniel, ce qui met le jeune homme en retard et Lily en colère. Daniel parvient toutefois à conquérir son quasi-beau-père en le conduisant le plus rapidement possible à l'aéroport, où l'attend un ministre japonais. Ebloui par sa virtuosité au volant, le général le charge de piloter l'hôte nippon dans un prototype de démonstration. Peu après, le ministre est enlevé par des yakuzas, au nez et à la barbe de la police. Bertineau, Daniel et Emilien se lancent sur les traces des gangsters...",film d'action,divertissement
2023-07-09 00:20:00+02:00,2023-07-09 00:25:00+02:00,2023-07-09 00:00:00+02:00,5,0.026295030239284777,France 2,Météo 2,,,"Le point, plusieurs fois par jour, sur l'évolution de la météo, grâce à des cartes et des explications.",météo,méteo
2023-07-09 00:25:00+02:00,2023-07-09 02:25:00+02:00,2023-07-09 00:00:00+02:00,120,0.6310807257428346,France 2,Fort Boyard,,,"Les vaillants candidats du premier rendez-vous de cette nouvelle saison de ""Fort Boyard"" jouent pour le compte de l'association ""Premiers de cordée"". Tout au long de l'année, cette association propose gratuitement des initiations sportives pour les enfants hospitalisés.",divertissement,divertissement
2023-07-09 02:25:00+02:00,2023-07-09 03:55:00+02:00,2023-07-09 00:00:00+02:00,90,0.47331054430712594,France 2,Black Mirror,Haine virtuelle,2016,"Saison:3 - Episode:6 - Une série de meurtres sanglants frappe des personnes mêlés à des ""bad buzz"" dans les médias britanniques. Les policiers chargés de retrouver le coupable découvrent son arme inédite mais surtout ses motivations. L'agent Karin Parke témoigne devant la cour d'Angleterre et donne sa version des faits quant aux événements du mois de mai passé. Le 15 mai, elle est appelée sur les lieux du meurtre de Jo Powers, une journaliste ayant signé un article virulent contre une militante handicapée qui avait pris à partie le Ministère de l'Environnement. La victime a été retrouvée égorgée et la maison est porte de nombreux signes de lutte...",série de science-fiction,divertissement
2023-07-09 03:55:00+02:00,2023-07-09 05:00:00+02:00,2023-07-09 00:00:00+02:00,65,0.3418353931107021,France 2,Black Mirror,Chute libre,2016,"Saison:3 - Episode:1 - Dans une société régie par la popularité personnelle, chaque personne note les autres de 0 à 5, les mieux notés ayant accès à de meilleurs services et une meilleure qualité de vie. Lacie ne vit que pour améliorer sa note de 4,2 et veut tout faire pour obtenir l'appartement de ses rêves. Quand une amie d'enfance au statut irréprochable lui demande d'être sa demoiselle d'honneur, Lacie voit l'opportunité d'améliorer sa note et réaliser ses rêves...",série de science-fiction,divertissement
