id,channel_name,channel_title,duration_minutes,weekday,start,end,channel_program,channel_program_type,public,infocontinue,radio,program_grid_start,program_grid_end,country,created_at,updated_at
891833b5bdf67aedb812a4b75547a8eb01b0bc3e823cd445c9daca1ace0794ae,arte,Arte,20,1,19:45,20:05,JT,Information - Journal,true,false,false,2023-04-01,2100-01-01,france,2025-04-15T09:44:29.429894+02:00,2025-04-15T07:44:29.431839
cb6e6e99bf7abefb597d2b05bed01ea1fbce4d1da2735c2074b35665c9bb7c00,arte,Arte,45,1,20:05,20:50,28 minutes,Information - Magazine,true,false,false,2023-04-01,2100-01-01,france,2025-04-15T09:44:29.429894+02:00,2025-04-15T07:44:29.433817
b4efe418c9fc69b3fb1178350fd982562e51c6e9774c157c0e6a35ac4de58fac,bfmtv,BFM TV,1020,1,6:00,23:00,Information en continu,Information en continu,false,true,false,2023-04-01,2100-01-01,france,2025-04-15T09:44:29.429894+02:00,2025-04-15T07:44:29.434723
8b57cb95b55d670af75dc2b2b91a8c99cd1a1c713af636c6911442e797251f89,d8,C8,30,1,12:30,13:00,Le journal du jour + météo,Information - Journal,false,false,false,2023-04-01,2023-06-23,france,2025-04-15T09:44:29.429894+02:00,2025-04-15T07:44:29.435577
431e160f69e1aa182aef7e8d5d5ecc2cd0a55de19ab4aa8bfb6cc606601dbe8f,d8,C8,30,1,12:30,13:00,Le journal du jour + météo,Information - Journal,false,false,false,2023-09-04,2024-06-28,france,2025-04-15T09:44:29.429894+02:00,2025-04-15T07:44:29.436329
3e75e1f48298ddf92763fb532cf04ca9c3820992e23b1a4dea6ea604dc0d3f2c,d8,C8,30,1,12:30,13:00,Le journal du jour + météo,Information - Journal,false,false,false,2024-09-02,2100-01-01,france,2025-04-15T09:44:29.429894+02:00,2025-04-15T07:44:29.437071
7d488816e1d0651b530d8cc602be01743992a5a23c6804af18c7ceb94e6cb452,europe1,Europe 1,60,1,6:00,7:00,Bonjour,Information - Magazine,false,false,true,2023-04-01,2100-01-01,france,2025-04-15T09:44:29.429894+02:00,2025-04-15T07:44:29.437843
4f3898dca03a6d4ebe2de8748f2eca4eff17fc33feb3f4dcf34257725fdeea89,europe1,Europe 1,120,1,7:00,9:00,Europe 1 Matin,Information - Magazine,false,false,true,2023-04-01,2100-01-01,france,2025-04-15T09:44:29.429894+02:00,2025-04-15T07:44:29.438634
8cdbaf362fa4abd139154f66e3f1460d1cd177e974d4bb0ce4281b44bf8dcbe9,europe1,Europe 1,30,1,9:00,9:30,L'heure des pros,Information - Magazine,false,false,true,2023-04-01,2100-01-01,france,2025-04-15T09:44:29.429894+02:00,2025-04-15T07:44:29.439599
2ed3c237252bedbe1dbe49748e693a6717fd7003e0bf0bcc891193aec24227d8,europe1,Europe 1,120,1,11:00,13:00,Pascal Praud et vous,Information - Magazine,false,false,true,2023-04-01,2100-01-01,france,2025-04-15T09:44:29.429894+02:00,2025-04-15T07:44:29.440493
